time,south45-60deg-eta_c,south45-60deg-heat,south45-60deg-ira,south45-70deg-eta_c,south45-70deg-heat,south45-70deg-ira,south45-80deg-eta_c,south45-80deg-heat,south45-80deg-ira,south45-90deg-eta_c,south45-90deg-heat,south45-90deg-ira
2022-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 08:00:00,0.0,0.0,25.931742233390825,0.0,0.0,25.931742233390825,0.0,0.0,25.931742233390825,0.0,0.0,25.931742233390825
2022-01-01 09:00:00,0.0,0.0,137.90893499393394,0.0,0.0,137.90893499393394,0.0,0.0,137.90893499393394,0.0,0.0,137.90893499393394
2022-01-01 10:00:00,0.11494110407439934,32.24398767813399,280.52616979616823,0.0,0.0,280.52616979616823,0.0,0.0,280.52616979616823,0.0,0.0,280.52616979616823
2022-01-01 11:00:00,0.4143646320760687,199.66718969922022,481.8634947168114,0.31618631925393226,152.35864477734523,481.8634947168114,0.21136712154409412,101.85009985547022,481.8634947168114,0.09990703894655431,48.14155493359524,481.8634947168114
2022-01-01 12:00:00,0.4669159657522458,254.45998447250184,544.9802601257011,0.3806622861721215,207.45343173812685,544.9802601257011,0.2885368342836536,157.24687900375184,544.9802601257011,0.19053961008684211,103.84032626937687,544.9802601257011
2022-01-01 13:00:00,0.4626513671953135,245.02815489463163,529.6172718132058,0.3742768920252367,198.22350645713163,529.6172718132058,0.2798603178332672,148.21885801963163,529.6172718132058,0.17940164461940514,95.01420958213164,529.6172718132058
2022-01-01 14:00:00,0.3675993512881105,152.73870088768305,415.503183975894,0.2547837202315515,105.86344698143304,415.503183975894,0.13426658381135212,55.78819307518303,415.503183975894,0.006047942027512437,2.5129391689330416,415.503183975894
2022-01-01 15:00:00,0.24612710222660397,84.4290718378247,343.0303736322896,0.10736484783867525,36.82940386907469,343.0303736322896,0.0,0.0,343.0303736322896,0.0,0.0,343.0303736322896
2022-01-01 16:00:00,0.0,0.0,3.1849982738494873,0.0,0.0,3.1849982738494873,0.0,0.0,3.1849982738494873,0.0,0.0,3.1849982738494873
2022-01-01 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 08:00:00,0.0,0.0,52.39710033559378,0.0,0.0,52.39710033559378,0.0,0.0,52.39710033559378,0.0,0.0,52.39710033559378
2022-01-02 09:00:00,0.0,0.0,123.39616887471848,0.0,0.0,123.39616887471848,0.0,0.0,123.39616887471848,0.0,0.0,123.39616887471848
2022-01-02 10:00:00,0.0,0.0,205.62318820541003,0.0,0.0,205.62318820541003,0.0,0.0,205.62318820541003,0.0,0.0,205.62318820541003
2022-01-02 11:00:00,0.2798993723120782,104.84889741584652,374.59497157765543,0.1519356148803052,56.91431733772152,374.59497157765543,0.015429297502992101,5.779737259596516,374.59497157765543,0.0,0.0,374.59497157765543
2022-01-02 12:00:00,0.43088146612531075,215.91977305469808,501.11176745741807,0.33659367691042275,168.67105235157308,501.11176745741807,0.23592008674690323,118.22233164844808,501.11176745741807,0.1288606956347522,64.57361094532307,501.11176745741807
2022-01-02 13:00:00,0.25944590956816777,86.89166970508448,334.9124673027626,0.11919345703879744,39.919374783209484,334.9124673027626,0.0,0.0,334.9124673027626,0.0,0.0,334.9124673027626
2022-01-02 14:00:00,0.0,0.0,82.99017012062185,0.0,0.0,82.99017012062185,0.0,0.0,82.99017012062185,0.0,0.0,82.99017012062185
2022-01-02 15:00:00,0.0,0.0,86.86204391148499,0.0,0.0,86.86204391148499,0.0,0.0,86.86204391148499,0.0,0.0,86.86204391148499
2022-01-02 16:00:00,0.0,0.0,3.392948627471924,0.0,0.0,3.392948627471924,0.0,0.0,3.392948627471924,0.0,0.0,3.392948627471924
2022-01-02 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
