,battery storage,TTES storage,PTES storage
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.4822570072557522,0.0,0.0
13,0.48223691329415935,0.0,0.0
14,0.48221682016981154,0.0,0.0
15,0.4821967278826739,0.0,0.0
16,0.4821766364327116,0.0,0.0
17,0.48215654581988965,0.0,0.0
18,0.4821364560441732,0.0,0.0
19,0.4821163671055274,0.0,0.0
20,0.4820962790039174,0.0,0.0
21,0.48207619173930827,0.0,0.0
22,0.48205610531166515,0.0,0.0
23,0.48203601972095317,0.0,0.0
24,0.48201593496713746,0.0,0.0
25,0.4819958510501831,0.0,0.0
26,0.4819757679700553,0.0,0.0
27,0.48195568572671915,0.0,0.0
28,0.4819356043201398,0.0,0.0
29,0.4819155237502824,0.0,0.0
30,0.48189544401711204,0.0,0.0
31,0.48187536512059387,0.0,0.0
32,0.481855287060693,0.0,0.0
33,0.4818352098373747,0.0,0.0
34,0.481815133450604,0.0,0.0
35,0.48179505790034605,0.0,0.0
36,0.48177498318656603,0.0,0.0
37,0.4817549093092291,0.0,0.0
38,0.4817348362683003,0.0,0.0
39,0.4817147640637449,0.0,0.0
40,0.48169469269552806,0.0,0.0
41,0.48167462216361484,0.0,0.0
42,0.48165455246797045,0.0,0.0
43,0.48163448360856004,0.0,0.0
44,0.48161441558534873,0.0,0.0
45,0.48159434839830173,0.0,0.0
46,0.4815742820473842,0.0,0.0
47,0.48155421653256125,0.0,0.0
48,0.48153415185379805,0.0,0.0
49,0.4815140880110598,0.0,0.0
50,0.4814940250043117,0.0,0.0
51,0.48147396283351884,0.0,0.0
52,0.4814539014986464,0.0,0.0
53,0.48143384099965963,0.0,0.0
54,0.4814137813365236,0.0,0.0
55,0.48139372250920354,0.0,0.0
56,0.4813736645176646,0.0,0.0
57,0.481353607361872,0.0,0.0
58,0.4813335510417908,0.0,0.0
59,0.48131349555738634,0.0,0.0
60,0.4812934409086237,0.0,0.0
61,0.4812733870954681,0.0,0.0
62,0.4812533341178846,0.0,0.0
63,0.4812332819758386,0.0,0.0
64,0.4812132306692951,0.0,0.0
65,0.4811931801982194,0.0,0.0
66,0.48117313056257666,0.0,0.0
67,0.48115308176233207,0.0,0.0
68,0.4811330337974508,0.0,0.0
69,0.4811129866678981,0.0,0.0
70,0.4810929403736391,0.0,0.0
71,0.481072894914639,0.0,0.0
72,0.48105285029086303,0.0,0.0
73,0.48103280650227637,0.0,0.0
74,0.4810127635488442,0.0,0.0
75,0.4809927214305318,0.0,0.0
76,0.48097268014730427,0.0,0.0
77,0.4809526396991269,0.0,0.0
78,0.48093260008596483,0.0,0.0
79,0.4809125613077833,0.0,0.0
80,0.4808925233645476,0.0,0.0
81,0.4808724862562228,0.0,0.0
82,0.4808524499827742,0.0,0.0
83,0.480832414544167,0.0,0.0
84,0.48081237994036635,0.0,0.0
85,0.48079234617133754,0.0,0.0
86,0.4807723132370458,0.0,0.0
87,0.48075228113745627,0.0,0.0
88,0.48073224987253427,0.0,0.0
89,0.48071221944224496,0.0,0.0
90,0.48069218984655354,0.0,0.0
91,0.48067216108542526,0.0,0.0
92,0.4806521331588254,0.0,0.0
93,0.4806321060667191,0.0,0.0
94,0.4806120798090716,0.0,0.0
95,0.48059205438584823,0.0,0.0
96,0.48057202979701413,0.0,0.0
97,0.48055200604253456,0.0,0.0
98,0.4805319831223748,0.0,0.0
99,0.4805119610365,0.0,0.0
100,1.245504176265914,0.0,0.0
101,0.9312587546636476,0.0,0.0
102,0.6170264265682405,0.0,0.0
103,0.3028071914341319,0.0,0.0
104,0.0,0.0,0.0
105,0.0,0.0,0.0
106,0.0,0.0,0.0
107,0.0,0.0,0.0
108,0.0,0.0,0.0
109,0.0,0.0,0.0
110,0.0,0.0,0.0
111,0.0,0.0,0.0
112,0.0,0.0,0.0
113,0.0,0.0,0.0
114,0.0,0.0,0.0
115,0.0,0.0,0.0
116,0.0,0.0,0.0
117,0.0,0.0,0.0
118,0.0,0.0,0.0
119,0.0,0.0,0.0
120,0.0,0.0,0.0
121,0.0,0.0,0.0
122,0.73976590827281,0.0,0.0
123,1.3157780062257967,0.0,0.0
124,1.0015296565589942,0.0,0.0
125,0.6872944005210534,0.0,0.0
126,0.3730722375664081,0.0,0.0
127,0.05886316714951563,0.0,0.0
128,0.0,0.0,0.0
129,0.0,0.0,0.0
130,0.0,0.0,0.0
131,0.0,0.0,0.0
132,0.0,0.0,0.0
133,0.0,0.0,0.0
134,1.8993771615392319,0.0,0.0
135,3.752224466582423,0.0,0.0
136,3.43787459871918,0.0,0.0
137,3.1235378287147064,0.0,0.0
138,2.8092141560232604,0.0,0.0
139,2.4949035800991224,0.0,0.0
140,2.180606100396596,0.0,0.0
141,2.180515242172514,0.0,0.0
142,2.180424387734176,0.0,0.0
143,2.1803335370814243,0.0,0.0
144,2.180242690214101,0.0,0.0
145,1.885436103599648,0.0,0.0
146,1.5711640182737314,0.0,0.0
147,1.2569050275656581,0.0,0.0
148,0.942659130929821,0.0,0.0
149,0.6284263278206361,0.0,0.0
150,0.31420661769254205,0.0,0.0
151,0.0,0.0,0.0
152,0.0,0.0,0.0
153,0.0,0.0,0.0
154,0.0,0.0,0.0
155,0.0,0.0,0.0
156,0.0,0.0,0.0
157,0.7281474323170428,0.0,0.0
158,3.842693389329953,0.0,0.0
159,5.240130033210735,0.0,0.0
160,4.9257181695302,0.0,0.0
161,4.611319406291583,0.0,0.0
162,4.296933742949035,0.0,0.0
163,3.982561178956728,0.0,0.0
164,3.668201713768859,0.0,0.0
